# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = arma11_model
# start_datetime = 2026-09-02 16:34:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 10
#     num_warmup = 1000 (Default)
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = cmdstan/arma11.data.json
# init = cmdstan/out/78101c0.init.json
# random
#   seed = 1
# output
#   file = cmdstan/out/trace-78101c0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,phi,theta,sigma
-5.4093246e+50,0,4.37284e-24,0,1,1,5.4093246e+50,-0.93496868,-0.94713805,-1.3325782,2.4266886
-5.4093246e+50,0,7.4435881e-25,0,1,1,5.4093246e+50,-0.93496868,-0.94713805,-1.3325782,2.4266886
-5.4093246e+50,0,1.3075863e-25,0,1,1,5.4093246e+50,-0.93496868,-0.94713805,-1.3325782,2.4266886
-5.4093246e+50,0,2.367341e-26,0,1,1,5.4093246e+50,-0.93496868,-0.94713805,-1.3325782,2.4266886
-5.4093246e+50,0,4.4118252e-27,0,1,1,5.4093246e+50,-0.93496868,-0.94713805,-1.3325782,2.4266886
-5.4093246e+50,0,8.4535074e-28,0,1,1,5.4093246e+50,-0.93496868,-0.94713805,-1.3325782,2.4266886
-2.8572025e+50,1,1.6635615e-28,1,1,0,4.8736323e+50,-0.93496302,-0.94713553,-1.3303933,2.4267249
-1.5830264e+49,1,4.8591396e-28,3,7,0,2.4538658e+50,-0.93493751,-0.94712413,-1.3205321,2.4268886
-4.1680262e+48,1,1.3936299e-27,3,7,0,1.259429e+49,-0.93492581,-0.94711884,-1.3160066,2.4269632
-2.5073062e+47,1,3.9256486e-27,3,7,0,3.5340477e+48,-0.93490132,-0.9471077,-1.3065216,2.4271191
-6.7643657e+46,1,1.0863691e-26,3,7,0,2.0002294e+47,-0.93488997,-0.94710248,-1.3021225,2.427191
-4.8520012e+45,1,2.9545054e-26,2,3,0,5.5913635e+46,-0.93486725,-0.94709199,-1.2933167,2.4273343
-1.2378372e+45,1,7.899196e-26,3,7,0,3.8473411e+45,-0.93485553,-0.94708653,-1.2887732,2.4274078
-1.091796e+44,1,2.0769591e-25,1,1,0,9.9724746e+44,-0.93483479,-0.94707683,-1.2807334,2.4275374
-2.5661289e+43,1,5.3725544e-25,1,1,0,8.5922209e+43,-0.93482247,-0.94707104,-1.275961,2.4276139
-2.778592e+42,1,1.3677452e-24,1,1,0,2.026768e+43,-0.93480364,-0.94706215,-1.2686662,2.4277304
-6.0347138e+41,1,3.4281992e-24,1,1,0,2.1741739e+42,-0.93479075,-0.94705604,-1.2636775,2.4278097
-7.8701278e+40,1,8.4630786e-24,1,1,0,4.7090254e+41,-0.93477362,-0.9470479,-1.2570507,2.4279147
-1.6111839e+40,1,2.0585259e-23,1,1,0,6.137736e+40,-0.93476031,-0.94704157,-1.2519129,2.4279956
-2.4558441e+39,1,4.9352867e-23,1,1,0,1.2508166e+40,-0.93474458,-0.94703407,-1.2458443,2.4280909
-4.879166e+38,1,1.1666935e-22,6,63,0,1.9126394e+39,-0.93473109,-0.94702763,-1.2406521,2.4281721
-8.3996283e+37,1,2.7204893e-22,4,15,0,3.7860342e+38,-0.93471644,-0.94702064,-1.2350219,2.4282598
-1.6682004e+37,1,6.2594691e-22,1,1,0,6.5416418e+37,-0.934703,-0.94701423,-1.2298695,2.4283397
-3.1449064e+36,1,1.4216061e-21,1,1,0,1.2967635e+37,-0.93468914,-0.94700763,-1.2245714,2.4284215
-6.3869814e+35,1,3.1880115e-21,1,1,0,2.4517104e+36,-0.93467592,-0.94700135,-1.2195288,2.4284992
-1.2891729e+35,1,7.0615997e-21,3,7,0,4.9777506e+35,-0.93466266,-0.94699506,-1.2144854,2.4285765
-2.7128114e+34,1,1.5454999e-20,1,1,0,1.0068582e+35,-0.93464974,-0.94698896,-1.2095913,2.4286513
-5.7826193e+33,1,3.3431338e-20,3,7,0,2.1203022e+34,-0.93463694,-0.94698293,-1.2047549,2.4287249
-1.2676778e+33,1,7.1497325e-20,1,1,0,4.5275163e+33,-0.93462436,-0.94697704,-1.200023,2.4287967
-2.8323894e+32,1,1.5121876e-19,1,1,0,9.9381246e+32,-0.93461193,-0.94697125,-1.1953665,2.4288671
-6.4744548e+31,1,3.1639246e-19,4,15,0,2.2241789e+32,-0.93459967,-0.94696557,-1.1907963,2.428936
-1.5100513e+31,1,6.5504661e-19,1,1,0,5.0921493e+31,-0.93458757,-0.94696,-1.1863034,2.4290035
-3.5952655e+30,1,1.342336e-18,1,1,0,1.1896823e+31,-0.93457562,-0.94695455,-1.1818884,2.4290696
-8.7297189e+29,1,2.7233721e-18,2,3,0,2.8373831e+30,-0.9345638,-0.9469492,-1.1775478,2.4291344
-2.1610844e+29,1,5.4716668e-18,1,1,0,6.9018094e+29,-0.93455212,-0.94694396,-1.1732798,2.4291978
-5.4513264e+28,1,1.0889451e-17,1,1,0,1.711689e+29,-0.93454056,-0.94693882,-1.1690821,2.4292601
-1.4005705e+28,1,2.1471849e-17,1,1,0,4.3257655e+28,-0.93452911,-0.94693379,-1.1649528,2.4293211
-3.6633675e+27,1,4.1957558e-17,1,1,0,1.113491e+28,-0.93451778,-0.94692886,-1.1608898,2.429381
-9.7508526e+26,1,8.1269063e-17,6,63,0,2.9180671e+27,-0.93450654,-0.94692404,-1.1568911,2.4294398
-2.6400295e+26,1,1.5606609e-16,3,7,0,7.7821673e+26,-0.9344954,-0.94691932,-1.152955,2.4294975
-7.267806e+25,1,2.9720156e-16,1,1,0,2.1111472e+26,-0.93448435,-0.9469147,-1.1490796,2.4295542
-2.0335557e+25,1,5.6135934e-16,1,1,0,5.8233365e+25,-0.93447337,-0.94691018,-1.1452631,2.4296098
-5.7809941e+24,1,1.0518735e-15,1,1,0,1.6326352e+25,-0.93446247,-0.94690577,-1.1415039,2.4296645
-1.6691052e+24,1,1.9556961e-15,3,7,0,4.6505526e+24,-0.93445164,-0.94690145,-1.1378003,2.4297182
-4.8926701e+23,1,3.6085656e-15,3,7,0,1.3454203e+24,-0.93444087,-0.94689723,-1.1341508,2.429771
-1.4555956e+23,1,6.6090764e-15,1,1,0,3.9517972e+23,-0.93443015,-0.94689311,-1.1305537,2.4298229
-4.3936425e+22,1,1.201697e-14,1,1,0,1.1780539e+23,-0.93441947,-0.94688908,-1.1270076,2.429874
-1.3451149e+22,1,2.1695519e-14,6,63,0,3.5630775e+22,-0.93440884,-0.94688516,-1.1235111,2.4299243
-4.1755254e+21,1,3.8898824e-14,2,3,0,1.093039e+22,-0.93439824,-0.94688133,-1.1200626,2.4299737
-1.3138658e+21,1,6.9272789e-14,2,3,0,3.3998678e+21,-0.93438766,-0.94687759,-1.1166607,2.4300224
-4.1894281e+20,1,1.2255044e-13,2,3,0,1.0719507e+21,-0.93437711,-0.94687395,-1.1133042,2.4300704
-1.3533266e+20,1,2.154058e-13,3,7,0,3.4249103e+20,-0.93436656,-0.94687041,-1.1099917,2.4301176
-4.4277123e+19,1,3.7622917e-13,1,1,0,1.1085747e+20,-0.93435602,-0.94686696,-1.1067217,2.4301642
-1.4668115e+19,1,6.5307121e-13,2,3,0,3.6341806e+19,-0.93434548,-0.94686361,-1.1034932,2.4302101
-4.9190468e+18,1,1.1267828e-12,2,3,0,1.2063204e+19,-0.93433494,-0.94686034,-1.1003047,2.4302553
-1.6695423e+18,1,1.9326284e-12,1,1,0,4.0534689e+18,-0.93432437,-0.94685718,-1.0971551,2.4303
-5.7335841e+17,1,3.2956427e-12,2,3,0,1.3784686e+18,-0.93431378,-0.9468541,-1.0940429,2.430344
-1.9919305e+17,1,5.588163e-12,3,7,0,4.7432399e+17,-0.93430316,-0.94685112,-1.0909672,2.4303876
-6.999273e+16,1,9.4229558e-12,1,1,0,1.6510811e+17,-0.9342925,-0.94684823,-1.0879265,2.4304305
-2.487016e+16,1,1.5803193e-11,1,1,0,5.8128392e+16,-0.93428179,-0.94684543,-1.0849196,2.430473
-8.9345386e+15,1,2.6362777e-11,7,127,0,2.0694315e+16,-0.93427103,-0.94684272,-1.0819453,2.430515
-3.2445884e+15,1,4.3749555e-11,1,1,0,7.4486546e+15,-0.9342602,-0.94684011,-1.0790023,2.4305566
-1.190892e+15,1,7.2233483e-11,1,1,0,2.71016e+15,-0.93424929,-0.94683758,-1.0760893,2.4305977
-4.417205e+14,1,1.1866723e-10,4,15,0,9.9663032e+14,-0.9342383,-0.94683515,-1.0732051,2.4306385
-1.6554968e+14,1,1.9399657e-10,2,3,0,3.7036754e+14,-0.9342272,-0.9468328,-1.0703483,2.4306789
-6.2685178e+13,1,3.1562449e-10,3,7,0,1.3907058e+14,-0.934216,-0.94683055,-1.0675174,2.430719
-2.3978102e+13,1,5.1109543e-10,3,7,0,5.2758451e+13,-0.93420468,-0.94682839,-1.0647112,2.4307588
-9.2649728e+12,1,8.2381191e-10,4,15,0,2.0219106e+13,-0.93419321,-0.94682631,-1.061928,2.4307984
-3.6160069e+12,1,1.3218674e-09,1,1,0,7.8273056e+12,-0.9341816,-0.94682432,-1.0591663,2.4308377
-1.4254696e+12,1,2.1116378e-09,1,1,0,3.0607009e+12,-0.93416982,-0.94682242,-1.0564243,2.4308769
-5.6758508e+11,1,3.3586099e-09,2,3,0,1.2088643e+12,-0.93415784,-0.9468206,-1.0537004,2.430916
-2.2827935e+11,1,5.3191745e-09,1,1,0,4.8226458e+11,-0.93414566,-0.94681887,-1.0509925,2.430955
-9.2746761e+10,1,8.3889652e-09,1,1,0,1.9434157e+11,-0.93413325,-0.94681722,-1.0482985,2.430994
-3.8070871e+10,1,1.3176075e-08,1,1,0,7.9114585e+10,-0.93412056,-0.94681567,-1.0456161,2.4310331
-3.8070871e+10,0,2.6382766e-06,0,1,1,3.8070871e+10,-0.93412056,-0.94681567,-1.0456161,2.4310331
-3.8070871e+10,0,6.1605469e-06,0,1,1,3.8070871e+10,-0.93412056,-0.94681567,-1.0456161,2.4310331
-9.3349882e+09,1,6.0742586e-07,2,3,0,3.5680621e+10,-0.93411434,-0.94681499,-1.0413324,2.431052
-6.1444055e+09,1,6.3263606e-07,2,3,0,9.206413e+09,-0.93411239,-0.94681478,-1.0400439,2.4310577
-2.2400056e+09,1,8.5567862e-07,3,7,0,6.022615e+09,-0.93410755,-0.94681434,-1.0369021,2.4310717
-1.9991716e+09,1,1.3381486e-06,1,1,0,2.227099e+09,-0.93410698,-0.9468143,-1.0365447,2.4310733
-7.2672195e+08,1,2.2778255e-06,3,7,0,1.9096551e+09,-0.93410181,-0.9468139,-1.0333301,2.4310881
-5.2432311e+08,1,4.0760234e-06,1,1,0,6.9961805e+08,-0.93409998,-0.94681378,-1.032278,2.4310929
-2.4002657e+08,1,7.5054715e-06,1,1,0,4.5705015e+08,-0.9340957,-0.94681342,-1.0297241,2.4311049
-73238370,1,1.4029076e-05,6,63,0,1.9464641e+08,-0.93408903,-0.94681323,-1.0257245,2.4311232
-22689341,1,2.6382766e-05,1,1,0,59521255,-0.93408131,-0.94681318,-1.0215824,2.4311442
-7266533.2,1,4.9622733e-05,1,1,0,18526241,-0.93407295,-0.94681196,-1.0172884,2.4311693
-2446583.7,1,9.2979991e-05,3,7,0,5976596.9,-0.93406462,-0.94681084,-1.0128085,2.4311908
-880020.91,1,0.00017309978,2,3,0,2032149.1,-0.93405187,-0.94680865,-1.0080823,2.4312216
-342206.52,1,0.00031962527,2,3,0,739894.15,-0.93404021,-0.94680917,-1.0030068,2.4312656
-145536.91,1,0.00058469929,1,1,0,291567.09,-0.93402647,-0.94680004,-0.99746425,2.4313009
-66875.819,1,0.0010589347,1,1,0,125739.6,-0.93401419,-0.94678381,-0.99115759,2.4314059
-33279.903,1,0.0018979398,1,1,0,58619.873,-0.93397323,-0.94675375,-0.98384803,2.4315522
-17870.62,1,0.0033658749,2,3,0,29512.432,-0.93386674,-0.94675445,-0.9752513,2.4316518
-10075.767,1,0.0059062003,1,1,0,15990.953,-0.93370051,-0.94672676,-0.96459927,2.4319988
-5920.2656,1,0.010255393,1,1,0,9113.6719,-0.9337207,-0.94663032,-0.9510142,2.4329258
-3712.2715,1,0.017623914,1,1,0,5410.833,-0.93327854,-0.94675645,-0.93445451,2.4335899
-2398.1478,1,0.029981465,1,1,0,3418.4441,-0.9336772,-0.94655775,-0.91262938,2.4338522
-1585.4427,1,0.050502538,2,3,0,2227.2183,-0.9317706,-0.94671003,-0.88357833,2.4333878
-1110.1074,1,0.084256281,4,15,0,1480.2239,-0.92994879,-0.9472278,-0.84912014,2.4365627
-781.68529,1,0.13926579,2,3,0,1034.1052,-0.92589995,-0.94690114,-0.80364462,2.4461983
-535.62262,1,0.22812171,1,1,0,726.61373,-0.92144865,-0.94195118,-0.73295476,2.4496871
-396.50776,1,0.37042139,2,3,0,505.55499,-0.91325392,-0.94078332,-0.65099569,2.4828267
-312.60897,1,0.59642929,1,1,0,377.69341,-0.91160869,-0.93920036,-0.54367138,2.4975081
-218.71634,1,0.95253137,3,7,0,306.36154,-0.85241139,-0.87990786,-0.18465299,2.4302881
-192.13626,1,1.5093085,2,3,0,219.04585,-0.85428432,-0.89743051,0.018716075,2.2253331
-53.446345,0.72597002,2.3734093,2,4,1,197.21473,-0.90183649,-0.74481461,0.84153759,1.0470357
-43.352154,0.5,1.7709063,1,2,1,58.048392,-0.84050534,-0.78281918,0.89699239,0.9956284
-39.602515,0.83331728,0.72598202,2,6,1,45.968425,-0.84112955,-0.73663871,0.91685796,0.98050703
-35.793233,1,0.73050562,2,3,0,39.855773,-0.82873154,-0.74482109,0.94695655,0.96196409
-34.119026,0.5,1.1394707,1,2,1,36.397257,-0.81456967,-0.74148502,0.97180099,0.96241725
-29.258005,0.55456777,0.47904387,4,15,0,34.357197,-0.79788137,-0.72834243,0.9923913,0.93700538
-12.740985,0.99681848,0.23515665,5,31,0,30.055344,-0.73192616,-0.74229672,0.99876007,0.82400392
-11.648412,1,0.36352294,4,15,0,13.792816,-0.72497678,-0.76158539,0.98507468,0.8109049
-11.648412,0.31379101,0.56294369,2,3,0,13.096943,-0.72497678,-0.76158539,0.98507468,0.8109049
-11.598645,0.34760096,0.15266439,6,63,0,15.410182,-0.73579225,-0.74714589,0.97094867,0.80416347
-8.7265291,0.99936995,0.045965853,6,63,0,14.135733,-0.71107535,-0.75925472,0.9446603,0.77405993
-3.3689965,0.99985115,0.071525373,6,63,0,12.124655,-0.67763247,-0.7165147,0.91315368,0.74159367
8.0495863,0.9159828,0.11074405,6,63,0,4.3520968,-0.62780333,-0.71083627,1.0065912,0.71692209
18.524917,0.79114211,0.13870323,6,63,0,-6.5763444,-0.54365249,-0.63578175,0.99669239,0.68713247
18.330269,0.99711625,0.12774142,3,7,0,-18.267344,-0.54508666,-0.63607282,0.99826065,0.68721639
18.809948,0.99045133,0.19403572,5,31,0,-17.631383,-0.55354607,-0.6265627,0.98560451,0.68150283
29.007677,0.99161894,0.2884555,4,15,0,-18.052365,-0.47878407,-0.59588622,0.99292767,0.64270323
36.523818,0.89234903,0.42781973,4,15,0,-27.860431,-0.40915427,-0.55023935,0.97179791,0.62715818
99.679765,0.99961644,0.49884119,5,31,0,-35.85499,0.14096805,-0.18006523,0.924506,0.32241724
99.936269,0.98549716,0.023365004,3,7,0,-98.677793,0.13240991,-0.18087354,0.88399729,0.32136127
99.936269,0,0.32737032,0,1,1,-97.741721,0.13240991,-0.18087354,0.88399729,0.32136127
112.17742,0.56466334,0.05489528,3,7,0,-97.58689,0.02043247,-0.096491974,0.82828528,0.37945483
155.37148,0.99470317,0.024270524,5,31,0,-109.93966,0.05302063,0.2638019,0.67288802,0.29761451
204.18954,0.95047393,0.035945588,4,15,0,-151.64649,-0.017820982,0.59058024,0.48344639,0.21078023
207.98971,0.77427996,0.051894452,2,3,0,-201.8215,0.0095417043,0.61416649,0.31222197,0.22202082
217.84872,0.96108607,0.04605639,3,7,0,-203.89718,0.039871681,0.67862317,0.43654716,0.20561833
251.18686,0.97667896,0.074019948,3,7,0,-217.99433,0.035103404,0.97790823,-0.066933837,0.1459528
251.18686,2.8677669e-12,0.12754718,1,1,0,-248.65794,0.035103404,0.97790823,-0.066933837,0.1459528
257.03988,0.99984101,0.010167976,4,15,0,-250.39641,-0.003501407,0.9748166,0.035044303,0.15880314
258.44481,0.9989432,0.019045776,4,15,0,-255.07611,-0.0047327419,0.96895359,-0.020778084,0.16891149
258.50655,0.99746511,0.035805061,3,15,0,-257.38273,0.012217924,0.93957422,-0.072957126,0.16686462
258.75002,0.61562255,0.06706006,2,3,0,-256.33305,0.0016719548,0.94696001,-0.066438389,0.15996155
259.16137,0.91872132,0.037827449,3,11,0,-257.06183,0.0052711747,0.96900905,-0.048412061,0.16674379
255.9231,0.71059479,0.055324221,3,15,0,-253.04785,0.016993727,0.90760219,0.030150358,0.17675116
256.97936,0.90742442,0.042320974,3,15,0,-251.73092,0.011726808,0.9585653,-0.064833955,0.14908186
257.40195,0.85192299,0.059599975,2,7,0,-254.02349,0.0053230346,0.98857416,-0.090329232,0.15572073
258.61682,1,0.07055173,3,7,0,-257.13661,0.0012236344,0.93386762,-0.029400279,0.16460073
258.61682,2.8725006e-05,0.1305463,1,1,0,-257.63412,0.0012236344,0.93386762,-0.029400279,0.16460073
256.90037,0.98179274,0.011841095,3,15,0,-254.88416,-0.014284565,0.93280843,-0.0090125765,0.16332315
256.34538,0.99465721,0.020865439,4,23,0,-252.92026,0.027205908,0.97914389,-0.04113102,0.1562386
256.27848,0.95924573,0.037856127,3,7,0,-253.53454,-0.0060424112,0.96983765,-0.15935273,0.16123571
257.62464,0.83764854,0.061313961,3,15,0,-254.18253,0.014989649,0.9351914,-0.025584231,0.17718049
259.09999,0.83787099,0.069187447,2,7,0,-256.10608,0.0015309713,0.96657292,-0.043388856,0.16687482
255.67134,0.69408699,0.07797149,2,7,0,-252.56325,0.0076310823,0.90275704,0.070264859,0.17443791
258.24477,0.93960051,0.058154716,3,7,0,-253.84622,0.0099190758,0.93119326,-0.051224119,0.17052605
258.5349,0.81983213,0.087393436,2,3,0,-257.56537,0.0034634436,0.93611653,0.009802233,0.16825665
257.90061,0.96573325,0.093174576,2,3,0,-257.67183,0.011230248,0.92306549,-0.039884096,0.16833896
257.90061,0.035494135,0.1489796,2,3,0,-256.67913,0.011230248,0.92306549,-0.039884096,0.16833896
257.9622,0.99953465,0.018107207,4,15,0,-257.5928,0.0019982076,0.92411253,0.01553294,0.16404574
256.78965,0.96991501,0.031946662,3,7,0,-256.34013,0.010030018,0.9208974,-0.061251807,0.1769438
258.16098,0.8141317,0.051521336,3,11,0,-253.18505,0.0041719282,0.9770708,-0.095905749,0.17378739
251.68922,0.38619153,0.054187173,2,3,0,-250.60201,-0.035468873,0.97054612,-0.0055146139,0.17994375
251.48379,0.99411606,0.018149587,3,15,0,-249.99877,-0.036287265,0.96649983,0.033356217,0.17785397
258.58056,0.98107733,0.030989827,2,7,0,-251.16503,0.0065749748,0.97727762,-0.033269936,0.17165606
258.36399,0.94603703,0.050695289,3,15,0,-255.73525,-0.0052648454,0.94385381,-0.065344478,0.16439485
258.36399,0.2450641,0.07509942,2,7,0,-253.34681,-0.0052648454,0.94385381,-0.065344478,0.16439485
257.48621,0.99009487,0.018015593,4,15,0,-256.88522,0.012432453,0.9498968,0.067937014,0.1633354
257.22277,0.95244588,0.029940217,3,7,0,-254.85345,-0.009563926,0.94408519,0.044338574,0.16770408
256.00678,0.98403689,0.044853615,3,7,0,-252.85618,0.023316001,0.99480523,-0.085085711,0.15833027
257.18369,1,0.072340807,2,3,0,-255.8589,-0.0106322,0.98507879,-0.045165439,0.16211782
257.18369,0.0024613336,0.12057883,2,6,1,-256.16595,-0.0106322,0.98507879,-0.045165439,0.16211782
254.27382,0.93788076,0.016596998,4,15,0,-249.37412,0.035135979,0.96750755,0.0831283,0.17425747
254.75634,0.99434635,0.02379794,3,15,0,-253.21728,0.028306491,0.96141512,0.10607073,0.17212189
255.99881,1,0.038995357,2,3,0,-254.47052,0.028453029,0.96362139,0.06516053,0.17128383
259.08865,0.97852425,0.064328402,2,7,0,-255.07908,0.0061240385,0.95069104,-0.0090855648,0.167117
259.02765,0.97192492,0.10002978,1,3,0,-258.5099,0.0044348893,0.96556557,-0.060045245,0.17002434
259.02765,0.0012244903,0.15215577,1,1,0,-257.86343,0.0044348893,0.96556557,-0.060045245,0.17002434
258.76163,0.92865142,0.022635877,5,31,0,-252.57684,0.010939372,0.97661829,-0.039922653,0.1690537
255.38454,0.90789661,0.031205512,3,15,0,-254.08507,0.010109561,0.95554362,-0.19046702,0.16408184
254.5096,0.99473999,0.040787048,3,7,0,-252.78478,0.01362035,0.9828249,0.10363371,0.16030959
256.79222,1,0.06509642,2,3,0,-253.37719,0.024069258,0.98182584,-0.10799643,0.16927373
256.79222,0.25855792,0.10452718,2,3,0,-254.53703,0.024069258,0.98182584,-0.10799643,0.16927373
256.70817,0.97157544,0.030062782,3,15,0,-253.24821,0.020953304,0.9762284,-0.015219992,0.15308678
255.13718,0.77473272,0.045167571,2,7,0,-250.69482,0.0012029809,0.96943302,-0.19805544,0.17454717
255.09999,0.99258111,0.043081399,3,7,0,-253.88727,0.0066351181,0.94644753,0.1089016,0.15569789
258.3115,1,0.067380111,2,3,0,-254.91438,0.011886668,0.94122441,0.034277156,0.16730876
255.11915,0.16225432,0.10656523,2,3,0,-254.36502,0.023730119,0.91427928,-0.083613992,0.17033872
256.78161,0.99450288,0.025662706,2,3,0,-254.54876,0.009904506,0.91902381,-0.082784247,0.17144573
255.10957,0.93003271,0.04010135,3,7,0,-254.00647,-0.0061985982,0.91913813,0.11164762,0.1659475
257.69726,0.83243979,0.054039032,2,3,0,-253.29167,0.01046448,0.91986143,-0.0010542038,0.17096149
258.75492,1,0.058540473,2,3,0,-257.60198,0.0077736866,0.93642546,-0.0063294349,0.16734153
258.12171,0.70006246,0.091399943,2,3,0,-257.18622,0.010278452,0.95293892,-0.037408879,0.15315733
257.62547,0.97820108,0.073946605,2,7,0,-257.57435,0.004595864,0.96010355,-0.050132138,0.18100197
257.62547,0.03490355,0.10942266,2,3,0,-254.54536,0.004595864,0.96010355,-0.050132138,0.18100197
258.2179,0.99727037,0.021212696,4,15,0,-256.59829,0.0071099651,0.9707129,-0.016847211,0.15524254
258.37961,0.99775938,0.03277843,3,7,0,-257.70107,-0.0017901577,0.96697718,-0.071970032,0.15725956
