# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = arma11_model
# start_datetime = 2026-09-02 16:44:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 10
#     num_warmup = 1000 (Default)
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = cmdstan/arma11.data.json
# init = cmdstan/out/78103c1.init.json
# random
#   seed = 1
# output
#   file = cmdstan/out/trace-78103c1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,phi,theta,sigma
-1.7859237e+114,0,2.367341e-26,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,4.4118252e-27,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.4535074e-28,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.6635615e-28,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.3587097e-29,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,6.9504172e-30,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.4728223e-30,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.1930732e-31,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,7.0766022e-32,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.6019739e-32,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.7014853e-33,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.7232536e-34,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.0954168e-34,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,5.1271265e-35,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.2771013e-35,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.2364825e-36,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.3402449e-37,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.1843104e-37,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,5.8111623e-38,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.5697044e-38,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,4.303101e-39,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.1966454e-39,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.3743457e-40,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,9.6445415e-41,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.7930373e-41,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.192516e-42,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.4330564e-42,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,7.3136905e-43,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.2244961e-43,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,6.8439078e-44,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.1292477e-44,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,6.696917e-45,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.1287872e-45,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,6.8373011e-46,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.2183141e-46,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,7.2684562e-47,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.4045892e-47,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.0301136e-48,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.7063912e-48,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,9.2035833e-49,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.1574274e-49,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.0925353e-49,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.8122541e-50,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.3412006e-50,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,4.7565835e-51,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.700249e-51,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,6.1245594e-52,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.2228662e-52,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.1275828e-53,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.9933303e-53,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.1102752e-53,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,4.146951e-54,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.5595197e-54,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,5.9041818e-55,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.2499887e-55,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,8.6297709e-56,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.3309233e-56,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.2936776e-56,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,5.0551574e-57,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.9872063e-57,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,7.8578681e-58,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,3.1251809e-58,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,1.2500017e-58,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,5.027692e-59,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.7859237e+114,0,2.033331e-59,0,1,1,1.7859237e+114,-0.95044036,-0.46047373,1.9390973,0.65580474
-1.3437795e+113,1,8.2677757e-60,2,3,0,1.4666973e+114,-0.95040125,-0.4607177,1.9265544,0.6558848
-3.4900001e+112,1,2.1634813e-59,2,3,0,1.0675052e+113,-0.95038118,-0.46084413,1.92005,0.65592606
-3.2735867e+111,1,5.6021395e-59,1,1,0,2.7929604e+112,-0.95034631,-0.46106496,1.9086851,0.6559979
-7.4983932e+110,1,1.4357562e-58,1,1,0,2.5709614e+111,-0.95032491,-0.46120175,1.9016415,0.65604217
-8.3833213e+109,1,3.6426773e-58,1,1,0,5.9070902e+110,-0.95029344,-0.4614041,1.891218,0.65610745
-1.7586943e+109,1,9.1507959e-58,1,1,0,6.5461398e+109,-0.95027131,-0.46154758,1.8838233,0.65615351
-1.7586943e+109,0,2.9139885e-55,0,1,1,1.7586943e+109,-0.95027131,-0.46154758,1.8838233,0.65615351
-1.7586943e+109,0,6.8043518e-55,0,1,1,1.7586943e+109,-0.95027131,-0.46154758,1.8838233,0.65615351
-8.7444804e+108,1,6.709046e-56,4,15,0,1.5633147e+109,-0.95026717,-0.46157466,1.8805231,0.65616217
-5.9918348e+108,1,6.9874939e-56,1,1,0,8.3394832e+108,-0.95026493,-0.46158929,1.8787401,0.65616684
-1.280577e+108,1,9.4510089e-56,3,7,0,5.5823764e+108,-0.95025586,-0.46164883,1.8714793,0.65618583
-5.2563489e+107,1,1.4779912e-55,2,3,0,1.2314518e+108,-0.95025066,-0.46168308,1.8673021,0.65619671
-1.8543426e+107,1,2.5158686e-55,2,3,0,5.0155914e+107,-0.95024463,-0.46172304,1.8624263,0.65620939
-1.3208866e+107,1,4.5019862e-55,1,1,0,1.7821118e+107,-0.95024267,-0.46173602,1.8608415,0.6562135
-5.8106466e+106,1,8.2898271e-55,1,1,0,1.1434315e+107,-0.95023796,-0.4617674,1.8570107,0.65622343
-1.6350095e+106,1,1.5495178e-54,1,1,0,4.6589465e+106,-0.95023071,-0.46181573,1.8511108,0.65623869
-4.5921155e+105,1,2.9139885e-54,6,63,0,1.3106398e+106,-0.95022352,-0.46186395,1.845221,0.65625388
-1.2898597e+105,1,5.4808533e-54,1,1,0,3.6811245e+105,-0.95021639,-0.46191199,1.8393503,0.65626897
-3.6580317e+104,1,1.0269682e-53,1,1,0,1.0352251e+105,-0.95020937,-0.46195951,1.8335425,0.65628385
-1.0517403e+104,1,1.9118949e-53,1,1,0,2.9410622e+104,-0.95020249,-0.46200635,1.8278158,0.65629848
-3.0756638e+103,1,3.5302755e-53,1,1,0,8.474948e+103,-0.95019575,-0.46205239,1.8221845,0.65631282
-9.1659445e+102,1,6.4580301e-53,2,3,0,2.4847539e+103,-0.95018918,-0.46209757,1.8166566,0.65632685
-2.7870508e+102,1,1.1695982e-52,3,7,0,7.4258654e+102,-0.95018276,-0.46214185,1.8112369,0.65634057
-8.6520706e+101,1,2.096283e-52,1,1,0,2.2647498e+102,-0.95017651,-0.46218522,1.8059272,0.65635397
-2.7429238e+101,1,3.7176241e-52,2,3,0,7.0527575e+101,-0.95017041,-0.46222768,1.8007279,0.65636705
-8.8800995e+100,1,6.5234249e-52,2,3,0,2.2431408e+101,-0.95016448,-0.46226923,1.7956381,0.65637982
-2.9352187e+100,1,1.1327127e-51,1,1,0,7.2860244e+100,-0.9501587,-0.46230989,1.7906559,0.65639229
-9.9021935e+99,1,1.9465692e-51,1,1,0,2.4163386e+100,-0.95015306,-0.46234968,1.785779,0.65640446
-3.4080069e+99,1,3.3114664e-51,1,1,0,8.1789666e+99,-0.95014757,-0.46238863,1.7810046,0.65641634
-1.1959992e+99,1,5.5780281e-51,1,1,0,2.824325e+99,-0.95014222,-0.46242676,1.7763298,0.65642794
-4.2774922e+98,1,9.3061442e-51,1,1,0,9.9445144e+98,-0.950137,-0.46246409,1.7717515,0.65643927
-1.5582335e+98,1,1.538197e-50,1,1,0,3.5683438e+98,-0.95013191,-0.46250065,1.7672664,0.65645035
-5.7784806e+97,1,2.5196146e-50,1,1,0,1.3041185e+98,-0.95012695,-0.46253647,1.7628715,0.65646117
-2.1801433e+97,1,4.091321e-50,8,255,0,4.8515921e+97,-0.9501221,-0.46257157,1.7585636,0.65647176
-8.3637597e+96,1,6.5875884e-50,3,7,0,1.8361932e+97,-0.95011737,-0.46260598,1.7543397,0.65648211
-3.2607869e+96,1,1.0520752e-49,3,7,0,7.0659777e+96,-0.95011275,-0.46263973,1.7501967,0.65649224
-1.291257e+96,1,1.6670381e-49,2,3,0,2.7631455e+96,-0.95010824,-0.46267284,1.7461317,0.65650215
-5.1909178e+95,1,2.6214413e-49,1,1,0,1.0974301e+96,-0.95010382,-0.46270532,1.742142,0.65651187
-2.1173657e+95,1,4.0920817e-49,3,7,0,4.4244841e+95,-0.95009951,-0.46273721,1.7382249,0.65652138
-8.7590026e+94,1,6.3426043e-49,1,1,0,1.8098383e+95,-0.95009529,-0.46276853,1.7343777,0.6565307
-3.6729516e+94,1,9.7637265e-49,1,1,0,7.5074918e+94,-0.95009115,-0.46279929,1.730598,0.65653984
-1.5605588e+94,1,1.4931025e-48,3,7,0,3.1566223e+94,-0.95008711,-0.46282952,1.7268835,0.6565488
-6.7152145e+93,1,2.2687513e-48,1,1,0,1.3447011e+94,-0.95008315,-0.46285924,1.7232319,0.65655759
-2.925315e+93,1,3.4261047e-48,8,255,0,5.8011627e+93,-0.95007926,-0.46288845,1.7196409,0.65656622
-1.2895675e+93,1,5.1430427e-48,2,3,0,2.5334306e+93,-0.95007546,-0.46291719,1.7161085,0.65657468
-5.7505216e+92,1,7.6759271e-48,1,1,0,1.119525e+93,-0.95007173,-0.46294546,1.7126328,0.656583
-2.5929976e+92,1,1.1392383e-47,1,1,0,5.0040652e+92,-0.95006807,-0.46297328,1.7092118,0.65659117
-1.1818859e+92,1,1.681704e-47,3,7,0,2.2616065e+92,-0.95006448,-0.46300067,1.7058437,0.65659919
-5.4435326e+91,1,2.4695096e-47,1,1,0,1.0331503e+92,-0.95006096,-0.46302764,1.7025269,0.65660708
-2.5326638e+91,1,3.6080259e-47,8,255,0,4.768879e+91,-0.9500575,-0.4630542,1.6992596,0.65661484
-1.1899568e+91,1,5.2455967e-47,1,1,0,2.2234922e+91,-0.95005411,-0.46308037,1.6960402,0.65662247
-5.6443374e+90,1,7.5901798e-47,1,1,0,1.0468576e+91,-0.95005078,-0.46310616,1.6928673,0.65662997
-2.7020879e+90,1,1.0932108e-46,1,1,0,4.9755851e+90,-0.9500475,-0.46313159,1.6897395,0.65663735
-1.3051863e+90,1,1.567511e-46,1,1,0,2.3866159e+90,-0.95004428,-0.46315665,1.6866552,0.65664462
-6.3594381e+89,1,2.2378432e-46,1,1,0,1.1550085e+90,-0.95004112,-0.46318137,1.6836133,0.65665177
-3.1248529e+89,1,3.1813848e-46,4,15,0,5.6381863e+89,-0.95003801,-0.46320576,1.6806125,0.65665882
-5.5931344e+88,1,2.2521282e-46,5,31,0,2.4259587e+89,-0.95003759,-0.46320905,1.6733673,0.65665977
-5.5931344e+88,0,3.2398013e-45,0,1,1,5.5931344e+88,-0.95003759,-0.46320905,1.6733673,0.65665977
-8.9180518e+87,1,5.4753006e-46,1,1,0,4.3395448e+88,-0.95003715,-0.46321254,1.6656695,0.65666077
-4.9333549e+87,1,7.7569043e-46,4,15,0,8.1187159e+87,-0.95003701,-0.46321366,1.6631948,0.65666109
-2.0393559e+87,1,1.2718176e-45,4,15,0,4.216228e+87,-0.9500368,-0.46321533,1.6595091,0.65666156
-6.453965e+86,1,2.2521282e-45,2,3,0,1.6619451e+87,-0.95003653,-0.46321751,1.654721,0.65666218
-1.8556739e+86,1,4.1547327e-45,1,1,0,5.1890191e+86,-0.95003624,-0.46321985,1.6495492,0.65666285
-5.1685769e+85,1,7.8219594e-45,1,1,0,1.4859947e+86,-0.95003595,-0.46322225,1.6442622,0.65666353
-1.4225566e+85,1,1.4842486e-44,4,15,0,4.1329486e+85,-0.95003565,-0.46322466,1.638943,0.65666421
-3.9270326e+84,1,2.8168137e-44,5,31,0,1.1379268e+85,-0.95003536,-0.46322706,1.6336531,0.65666488
-1.0964105e+84,1,5.320505e-44,3,7,0,3.1456313e+84,-0.95003507,-0.46322942,1.6284264,0.65666554
-3.1127792e+83,1,9.971379e-44,1,1,0,8.8008637e+83,-0.95003479,-0.46323175,1.6232846,0.6566662
-9.0157992e+82,1,1.8506965e-43,3,7,0,2.5050879e+83,-0.95003452,-0.46323404,1.6182401,0.65666683
-2.6691919e+82,1,3.397788e-43,2,3,0,7.2770542e+82,-0.95003425,-0.46323628,1.6133,0.65666745
-8.0857511e+81,1,6.1668708e-43,3,7,0,2.1613164e+82,-0.950034,-0.46323847,1.6084675,0.65666806
-2.5073167e+81,1,1.1061591e-42,1,1,0,6.5693776e+81,-0.95003374,-0.4632406,1.6037436,0.65666865
-7.9588786e+80,1,1.9607972e-42,3,7,0,2.0442385e+81,-0.9500335,-0.46324269,1.5991273,0.65666923
-2.5854402e+80,1,3.435237e-42,3,7,0,6.5121801e+80,-0.95003326,-0.46324474,1.5946168,0.65666979
-8.5913933e+79,1,5.9495181e-42,3,7,0,2.1231435e+80,-0.95003303,-0.46324673,1.5902095,0.65667033
-2.9187301e+79,1,1.0188958e-41,1,1,0,7.0808373e+79,-0.95003281,-0.46324868,1.5859024,0.65667087
-1.01309e+79,1,1.726001e-41,1,1,0,2.4142772e+79,-0.95003259,-0.46325059,1.5816921,0.65667139
-3.5902919e+78,1,2.8931235e-41,1,1,0,8.410109e+78,-0.95003238,-0.46325245,1.5775753,0.65667189
-1.298178e+78,1,4.8002537e-41,2,3,0,2.9910652e+78,-0.95003217,-0.46325427,1.5735485,0.65667239
-4.7857981e+77,1,7.8866203e-41,3,7,0,1.0853008e+78,-0.95003197,-0.46325606,1.5696083,0.65667287
-1.7975696e+77,1,1.283525e-40,1,1,0,4.0147975e+77,-0.95003177,-0.4632578,1.5657514,0.65667334
-6.8743183e+76,1,2.0699441e-40,1,1,0,1.5130704e+77,-0.95003158,-0.46325951,1.5619744,0.6566738
-2.6748266e+76,1,3.3090541e-40,5,31,0,5.8054512e+76,-0.9500314,-0.46326119,1.5582743,0.65667425
-1.0582849e+76,1,5.24548e-40,1,1,0,2.2662205e+76,-0.95003122,-0.46326283,1.554648,0.65667469
-4.254806e+75,1,8.2478828e-40,1,1,0,8.9944713e+75,-0.95003104,-0.46326444,1.5510926,0.65667512
-1.7372693e+75,1,1.286796e-39,4,15,0,3.6273135e+75,-0.95003086,-0.46326602,1.5476054,0.65667554
-7.1997219e+74,1,1.9925775e-39,2,3,0,1.485492e+75,-0.9500307,-0.46326756,1.5441836,0.65667595
-3.0268252e+74,1,3.0632446e-39,2,3,0,6.1742225e+74,-0.95003053,-0.46326908,1.5408248,0.65667636
-1.2901927e+74,1,4.676555e-39,5,31,0,2.6030535e+74,-0.95003037,-0.46327058,1.5375266,0.65667675
-5.5731471e+73,1,7.0918545e-39,1,1,0,1.1126172e+74,-0.95003021,-0.46327204,1.5342867,0.65667714
-2.4384746e+73,1,1.0685361e-38,6,63,0,4.8189659e+73,-0.95003006,-0.46327348,1.5311029,0.65667752
-1.080216e+73,1,1.5999826e-38,1,1,0,2.1139812e+73,-0.9500299,-0.4632749,1.5279731,0.65667789
-4.8427243e+72,1,2.3814107e-38,3,7,0,9.3883905e+72,-0.95002976,-0.46327629,1.5248955,0.65667826
-2.196224e+72,1,3.5240164e-38,5,31,0,4.219265e+72,-0.95002961,-0.46327766,1.5218681,0.65667862
-1.0071653e+72,1,5.1857709e-38,2,3,0,1.9180499e+72,-0.95002947,-0.46327901,1.5188891,0.65667897
-4.6687377e+71,1,7.590031e-38,2,3,0,8.8163882e+71,-0.95002933,-0.46328034,1.5159569,0.65667932
-2.1868447e+71,1,1.1051154e-37,4,15,0,4.0960715e+71,-0.95002919,-0.46328165,1.5130699,0.65667966
-1.0346856e+71,1,1.6009617e-37,1,1,0,1.9228097e+71,-0.95002906,-0.46328293,1.5102266,0.65667999
-4.9434476e+70,1,2.3079968e-37,2,3,0,9.1169622e+70,-0.95002893,-0.4632842,1.5074254,0.65668032
-2.38423e+70,1,3.3116074e-37,1,1,0,4.3648472e+70,-0.9500288,-0.46328545,1.5046651,0.65668065
-1.1604721e+70,1,4.7299561e-37,8,487,0,2.1094021e+70,-0.95002867,-0.46328668,1.5019443,0.65668096
-5.6985855e+69,1,6.7259285e-37,1,1,0,1.0287117e+70,-0.95002854,-0.4632879,1.4992616,0.65668128
-2.8224626e+69,1,9.523217e-37,2,3,0,5.0611615e+69,-0.95002842,-0.4632891,1.4966161,0.65668159
-1.4096335e+69,1,1.3427902e-36,1,1,0,2.5113816e+69,-0.9500283,-0.46329028,1.4940064,0.65668189
-7.0973156e+68,1,1.8857318e-36,2,3,0,1.256522e+69,-0.95002818,-0.46329145,1.4914315,0.65668219
-3.6015511e+68,1,2.6378541e-36,1,1,0,6.3374726e+68,-0.95002806,-0.4632926,1.4888904,0.65668249
-1.8415971e+68,1,3.6759561e-36,1,1,0,3.2214331e+68,-0.95002795,-0.46329373,1.486382,0.65668278
-9.4867062e+67,1,5.1037099e-36,2,3,0,1.6499543e+68,-0.95002784,-0.46329485,1.4839054,0.65668306
-4.9222331e+67,1,7.0606257e-36,1,1,0,8.5131704e+67,-0.95002773,-0.46329596,1.4814597,0.65668334
-2.5718679e+67,1,9.7338683e-36,2,3,0,4.424031e+67,-0.95002762,-0.46329706,1.479044,0.65668362
-1.3529828e+67,1,1.337379e-35,1,1,0,2.3150847e+67,-0.95002751,-0.46329814,1.4766574,0.6566839
